AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
A1349715,AMOR,DOG,WHITE,,ENG BULLDOG,FEMALE,2022-08-03,2 YEARS,2024-08-11,HEALTHY,FOSTER,,LANDLORD,2024-08-11,FOSTER,,HEALTHY,,SAN JOSE,2024-08-11
A1349715,AMOR,DOG,WHITE,,ENG BULLDOG,FEMALE,2022-08-03,2 YEARS,2024-08-17,HEALTHY,FOSTER,,OWNER PROB,2024-08-20,FOSTER,,HEALTHY,,SAN JOSE,2024-08-20
A1349715,AMOR,DOG,WHITE,,ENG BULLDOG,FEMALE,2022-08-03,2 YEARS,2024-08-21,HEALTHY,FOSTER,,DESTRUC IN,2024-08-26,FOSTER,,HEALTHY,,CAMPBELL,2024-08-26
A1349717,HUDSON,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2024-06-23,14 WEEKS,2024-09-20,HEALTHY,FOSTER,,,2024-09-27,ADOPTION,WALK IN,HEALTHY,,MOUNTAIN VIEW,2024-09-27
A1349717,HUDSON,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2024-06-23,14 WEEKS,2024-09-11,MED R,FOSTER,,,2024-09-11,FOSTER,,HEALTHY,,SAN JOSE,2024-09-11
A1349717,HUDSON,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2024-06-23,14 WEEKS,2024-07-30,MED R,STRAY,OTC,,2024-08-04,FOSTER,,HEALTHY,UMBARGER & SENTER,SAN JOSE,2024-08-04
A1349718,SHELDON,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2024-06-23,14 WEEKS,2024-07-30,MED R,STRAY,OTC,,2024-08-04,FOSTER,,HEALTHY,UMBARGER & SENTER,SAN JOSE,2024-09-09
A1349718,SHELDON,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2024-06-23,14 WEEKS,2024-09-11,MED R,FOSTER,,,2024-09-11,FOSTER,,HEALTHY,,SAN JOSE,2024-09-11
A1349718,SHELDON,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2024-06-23,14 WEEKS,2024-09-20,HEALTHY,FOSTER,,,2024-09-21,ADOPTION,WALK IN,HEALTHY,,MOUNTAIN VIEW,2024-09-21
A1349719,CHAPO,CAT,BLACK,,DOMESTIC MH,NEUTERED,2024-06-23,14 WEEKS,2024-09-20,MED R,FOSTER,,,2024-09-20,ADOPTION,WALK IN,,,SAN JOSE,2024-09-20
A1349719,CHAPO,CAT,BLACK,,DOMESTIC MH,NEUTERED,2024-06-23,14 WEEKS,2024-09-11,MED R,FOSTER,,,2024-09-11,FOSTER,,HEALTHY,,SAN JOSE,2024-09-11
A1349719,CHAPO,CAT,BLACK,,DOMESTIC MH,NEUTERED,2024-06-23,14 WEEKS,2024-07-30,MED R,STRAY,OTC,,2024-08-04,FOSTER,,HEALTHY,UMBARGER & SENTER,SAN JOSE,2024-08-04
A1349720,DIAMOND,CAT,CALICO-DIL,,DOMESTIC SH,SPAYED,2024-06-23,14 WEEKS,2024-07-30,MED R,STRAY,OTC,,2024-08-04,FOSTER,,HEALTHY,UMBARGER & SENTER,SAN JOSE,2024-08-28
A1349720,DIAMOND,CAT,CALICO-DIL,,DOMESTIC SH,SPAYED,2024-06-23,14 WEEKS,2024-09-11,MED R,FOSTER,,,2024-09-11,FOSTER,,HEALTHY,,SAN JOSE,2024-09-11
A1349720,DIAMOND,CAT,CALICO-DIL,,DOMESTIC SH,SPAYED,2024-06-23,14 WEEKS,2024-09-20,HEALTHY,FOSTER,,,2024-09-22,ADOPTION,WALK IN,HEALTHY,,MOUNTAIN VIEW,2024-09-22
A1349721,GEORGIE,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2024-06-23,14 WEEKS,2024-09-20,HEALTHY,FOSTER,,,2024-09-21,ADOPTION,WALK IN,HEALTHY,,MOUNTAIN VIEW,2024-09-21
A1349721,GEORGIE,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2024-06-23,14 WEEKS,2024-09-11,MED R,FOSTER,,,2024-09-11,FOSTER,,HEALTHY,,SAN JOSE,2024-09-11
A1349721,GEORGIE,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2024-06-23,14 WEEKS,2024-07-30,MED R,STRAY,OTC,,2024-08-04,FOSTER,,HEALTHY,UMBARGER & SENTER,SAN JOSE,2024-08-04
A1349723,,CAT,GRAY,,DOMESTIC SH,UNKNOWN,2024-05-22,4 MONTHS,2024-07-31,HEALTHY,STRAY,OTC,,2024-08-10,TRANSFER,HSSV,HEALTHY,N KING RD/ WILSHIRE BLVD,SAN JOSE,2024-08-10
A1349724,,CAT,GRAY,,DOMESTIC SH,UNKNOWN,2024-05-22,4 MONTHS,2024-07-31,HEALTHY,STRAY,OTC,,2024-08-10,TRANSFER,HSSV,HEALTHY,N KING RD/ WILSHIRE BLVD,SAN JOSE,2024-08-10
A1349725,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,2024-05-22,4 MONTHS,2024-07-31,HEALTHY,STRAY,OTC,,2024-08-10,TRANSFER,HSSV,HEALTHY,N KING RD/ WILSHIRE BLVD,SAN JOSE,2024-08-10
A1349726,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,2024-05-22,4 MONTHS,2024-07-31,HEALTHY,STRAY,OTC,,2024-08-10,TRANSFER,HSSV,HEALTHY,N KING RD/ WILSHIRE BLVD,SAN JOSE,2024-08-10
A1349727,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,2024-05-29,4 MONTHS,2024-07-31,HEALTHY,STRAY,OTC,,2024-08-10,TRANSFER,HSSV,HEALTHY,PLATT AVE/ PLATT CT,MILPITAS,2024-08-10
A1349728,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,2024-05-29,4 MONTHS,2024-07-31,HEALTHY,STRAY,OTC,,2024-08-10,TRANSFER,HSSV,HEALTHY,PLATT AVE/ PLATT CT,MILPITAS,2024-08-10
A1349729,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,2024-03-31,6 MONTHS,2024-07-31,HEALTHY,STRAY,OTC,,2024-08-10,TRANSFER,HSSV,HEALTHY,PRIDE STREET/ PRIDE CT,SAN JOSE,2024-08-10
A1349730,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2024-03-31,6 MONTHS,2024-07-31,HEALTHY,STRAY,OTC,,2024-08-10,TRANSFER,HSSV,HEALTHY,AMES AVE/ MADSIES WAY,MILPITAS,2024-08-10
A1349731,,CAT,GRAY,,DOMESTIC SH,FEMALE,2024-05-01,4 MONTHS,2024-07-31,HEALTHY,STRAY,OTC,,2024-08-10,TRANSFER,HSSV,HEALTHY,N ABEL ST / WELLER LN,MILPITAS,2024-08-10
A1349732,TRAP 1,CAT,TORTIE-B\O,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-07-31,FERAL,S/N CLINIC,,,2024-07-31,RTF,,FERAL,,SAN JOSE,2024-07-31
A1349733,TRAP 2,CAT,TABBY-ORG,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-07-31,FERAL,S/N CLINIC,,,2024-07-31,RTF,,FERAL,,SAN JOSE,2024-07-31
A1349734,TRAP 3,CAT,TABBY-ORG,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-07-31,FERAL,S/N CLINIC,,,2024-07-31,RTF,,FERAL,,SAN JOSE,2024-07-31
A1349735,TRAP 4,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,NO AGE,2024-07-31,FERAL,S/N CLINIC,,,2024-07-31,SPAY,,FERAL,,SAN JOSE,2024-07-31
A1349736,TRAP 5,CAT,TABBY-ORG,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-07-31,FERAL,S/N CLINIC,,,2024-07-31,SPAY,,FERAL,,SAN JOSE,2024-07-31
A1349737,TRAP 6,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,NO AGE,2024-07-31,FERAL,S/N CLINIC,,,2024-07-31,SPAY,,FERAL,,SAN JOSE,2024-07-31
A1349738,TRAP 7,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,,NO AGE,2024-07-31,FERAL,S/N CLINIC,,,2024-07-31,SPAY,,FERAL,,SAN JOSE,2024-07-31
A1349739,TRAP 8,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,NO AGE,2024-07-31,FERAL,S/N CLINIC,,,2024-07-31,RTF,,FERAL,,SAN JOSE,2024-07-31
A1349740,TRAP 9,CAT,BLACK,,DOMESTIC SH,NEUTERED,,NO AGE,2024-07-31,FERAL,S/N CLINIC,,,2024-07-31,RTF,,FERAL,,MILPITAS,2024-07-31
A1349741,TRAP 10,CAT,PT-SEAL,,DOMESTIC SH,NEUTERED,,NO AGE,2024-07-31,FERAL,S/N CLINIC,,,2024-07-31,SPAY,,FERAL,,SAN JOSE,2024-07-31
A1349742,TRAP 11,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,NO AGE,2024-07-31,FERAL,S/N CLINIC,,,2024-07-31,RTF,,FERAL,,SAN JOSE,2024-07-31
A1349743,TRAP 12,CAT,BLACK,,DOMESTIC SH,SPAYED,,NO AGE,2024-07-31,FERAL,S/N CLINIC,,,2024-07-31,SPAY,,FERAL,,,2024-07-31
A1349744,TRAP 13,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2024-07-31,FERAL,S/N CLINIC,,,2024-07-31,DIED,POST OP,MED SEV,,SAN JOSE,2024-07-31
A1349745,TRAP 1,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,,NO AGE,2024-07-31,FERAL,S/N CLINIC,,,2024-08-07,RTF,,FERAL,,SAN JOSE,2024-08-07
A1349746,TRAP 2,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,NO AGE,2024-07-31,FERAL,S/N CLINIC,,,2024-08-07,SPAY,,FERAL,,SAN JOSE,2024-08-07
A1349747,INDIANA,DOG,GRAY,WHITE,PIT BULL,FEMALE,2024-05-16,4 MONTHS,2024-07-31,MED R,STRAY,MEDVET,,2024-08-03,FOSTER,,HEALTHY,BERRYESA X OAKLAND,SAN JOSE,2024-08-03
A1349748,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2022-08-02,2 YEARS,2024-07-31,MED R,STRAY,OTC,,2024-08-06,RTF,,FERAL,TURRETT DR X FLICKINGER AVE,SAN JOSE,2024-08-06
A1349755,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,MALE,2024-06-21,7 WEEKS,2024-07-31,MED R,STRAY,OTC,,2024-08-04,EUTH,U MED SEV,DEAD,NOBLE AVE X TERRA NOBLE WAY,SAN JOSE,2024-08-04
A1349762,"DWAYNE ""THE ROCK""",CAT,GRAY,,DOMESTIC MH,NEUTERED,2024-06-04,3 MONTHS,2024-07-31,MED R,STRAY,OTC,IP ADOPT,2024-09-05,ADOPTION,WALK IN,HEALTHY,BEAR CLAW WAY X INDIAN RIVER DR,SAN JOSE,2024-09-05
A1349767,ZEUS,DOG,WHITE,,LABRADOR RETR,MALE,,NO AGE,2024-07-31,MED R,STRAY,OTC,,2024-08-01,RTO,WEBSITE,HEALTHY,MT PALOMAR DR X MT HOOD WAY,SAN JOSE,2024-08-01
A1349768,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-31,DEAD,DISPO REQ,OTC,,2024-07-31,DISPOSAL,,DEAD,,,2024-07-31
A1349769,BLUE,DOG,GRAY,,PIT BULL,MALE,,NO AGE,2024-07-31,HEALTHY,STRAY,FIELD,,2024-08-01,RTO,WEBSITE,HEALTHY,FLORY/ OXTON,SAN JOSE,2024-08-01
A1349772,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2024-07-12,3 WEEKS,2024-07-31,NURSING,STRAY,,,2024-07-31,EUTH,U MED SEV,MED SEV,TOKAY/ MT.PLEASENT,,2024-07-31
A1349778,MILLIE,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2024-06-19,15 WEEKS,2024-07-31,HEALTHY,STRAY,,,2024-09-07,ADOPTION,WALK IN,,101/ CAPITOL,,2024-09-07
A1349779,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2024-06-19,15 WEEKS,2024-07-31,HEALTHY,STRAY,,,2024-09-07,ADOPTION,WALK IN,,101/ CAPITOL,,2024-09-07
A1349780,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-06-19,15 WEEKS,2024-07-31,HEALTHY,STRAY,,,2024-08-16,ADOPTION,WALK IN,,101/ CAPITOL,,2024-08-16
A1349781,SPRUCE,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-06-19,15 WEEKS,2024-07-31,MED R,STRAY,,,2024-08-21,ADOPTION,WALK IN,HEALTHY,101/ CAPITOL,,2024-08-21
A1349782,SEQUOIA,CAT,BUFF,,DOMESTIC SH,NEUTERED,2024-06-19,15 WEEKS,2024-07-31,HEALTHY,STRAY,,,2024-08-21,ADOPTION,WALK IN,HEALTHY,101/ CAPITOL,,2024-08-21
A1349785,,BIRD,GRAY,WHITE,GULL,UNKNOWN,,NO AGE,2024-07-31,DEAD,DISPO REQ,FIELD,,2024-07-31,DISPOSAL,,DEAD,HOMESTEAD / MARY,CUPERTINO,2024-07-31
A1349795,SCOUT,DOG,YELLOW,,LABRADOR RETR,NEUTERED,2020-08-03,4 YEARS,2024-07-31,HEALTHY,STRAY,,,2024-08-11,FOSTER,,HEALTHY,YOSEMITE/PEIDMONT,,2024-09-09
A1349795,SCOUT,DOG,YELLOW,,LABRADOR RETR,NEUTERED,2020-08-03,4 YEARS,2024-09-10,HEALTHY,FOSTER,,,2024-09-10,ADOPTION,,HEALTHY,,,2024-09-10
A1349796,,BIRD,BROWN,WHITE,HAWK,UNKNOWN,,NO AGE,2024-07-31,MED R,WILDLIFE,FIELD,,2024-07-31,TRANSFER,WILDLIFE,MED R,2600 BLOCK ALVIN,SAN JOSE,2024-07-31
A1349799,PARI,CAT,GRAY,,DOMESTIC SH,SPAYED,2024-05-09,4 MONTHS,2024-07-31,MED R,STRAY,OTC,,2024-08-22,ADOPTION,,HEALTHY,N CAPITOL AVE X BATON ROUGE DR,SAN JOSE,2024-08-22
A1349803,,OTHER,BLACK,,OPOSSUM,UNKNOWN,,NO AGE,2024-07-31,DEAD,DISPO REQ,FIELD,,2024-07-31,DISPOSAL,,DEAD,SANTA PAULA AVE . W ROSEMARY ST,SAN JOSE,2024-07-31
A1349808,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,,NO AGE,2024-07-31,MED SEV,STRAY,OTC,,2024-07-31,EUTH,U MED SEV,MED SEV,JACKSON ST X N 11TH ST,SAN JOSE,2024-07-31
A1349811,,CAT,PT-LYNX,,DOMESTIC MH,MALE,2024-06-19,7 WEEKS,2024-07-31,MED R,STRAY,OTC,,2024-08-07,EUTH,U MED EMRG,MED SEV,WOZ WAY X SAN CARLOS,SAN JOSE,2024-08-09
A1349821,MARY,CAT,WHITE,BLACK,DOMESTIC MH,SPAYED,2023-08-09,1 YEAR 1 MONTH,2024-07-31,NURSING,STRAY,OTC,,2024-08-09,RTO,,NURSING,1800 BLOCK STOKES ST X DE MARIETTA AVE,SAN JOSE,2024-08-09
A1349822,,CAT,BLACK,WHITE,DOMESTIC MH,MALE,2024-07-30,9 WEEKS,2024-07-31,NURSING,STRAY,OTC,,,,,,1800 BLOCK STOKES ST X DE MARIETTA AVE,SAN JOSE,2024-08-09
A1349823,,CAT,BLACK,WHITE,DOMESTIC MH,FEMALE,2024-07-30,9 WEEKS,2024-07-31,NURSING,STRAY,OTC,IP ADOPT,,,,,1800 BLOCK STOKES ST X DE MARIETTA AVE,SAN JOSE,2024-08-09
A1349824,,CAT,BLACK,WHITE,DOMESTIC MH,MALE,2024-07-30,9 WEEKS,2024-07-31,NURSING,STRAY,OTC,,,,,,1800 BLOCK STOKES ST X DE MARIETTA AVE,SAN JOSE,2024-08-09
A1349833,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-31,DEAD,DISPO REQ,FIELD,,2024-07-31,DISPOSAL,,DEAD,MOUNT CLARE DR / TULLY RD,SAN JOSE,2024-07-31
A1349838,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-31,DEAD,DISPO REQ,FIELD,,2024-07-31,DISPOSAL,,DEAD,IRWINDALE DR / ABORN RD,SAN JOSE,2024-07-31
A1349839,,BIRD,BLACK,,CROW,UNKNOWN,,NO AGE,2024-07-31,DEAD,DISPO REQ,FIELD,,2024-07-31,DISPOSAL,,DEAD,FALCON DR/ GREAT MALL DR,MILPITAS,2024-07-31
A1349840,SCRAT,DOG,TAN,,CHIHUAHUA SH,FEMALE,2018-08-03,6 YEARS,2024-07-31,MED R,STRAY,OTC,,2024-08-09,EUTH,U MED SEV,MED SEV,MORRILL AVE X LANDESS AVE,SAN JOSE,2024-08-09
A1349841,,CAT,WHITE,BROWN,DOMESTIC SH,UNKNOWN,,NO AGE,2024-07-31,DEAD,DISPO REQ,FIELD,,2024-07-31,DISPOSAL,,DEAD,BRAHMS AVE / RIGOLETTO DR,SAN JOSE,2024-07-31
A1349847,IVY,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2024-08-10,8 WEEKS,2024-07-31,MED R,STRAY,OTC,,2024-08-09,FOSTER,,NURSING,LANIER LN/LOOMIS DR,SAN JOSE,2024-08-09
A1349847,IVY,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2024-08-10,8 WEEKS,2024-08-18,NURSING,FOSTER,,,2024-08-20,FOSTER,,NURSING,LANIER LN/LOOMIS DR,SAN JOSE,2024-08-27
A1349847,IVY,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2024-08-10,8 WEEKS,2024-08-12,NURSING,FOSTER,,,2024-08-17,FOSTER,,NURSING,LANIER LN/LOOMIS DR,SAN JOSE,2024-08-17
A1349850,PRETZEL,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2024-06-11,16 WEEKS,2024-07-31,MED R,STRAY,FIELD,,2024-08-06,ADOPTION,,HEALTHY,MCKEE RD X CHALLENGER AVE,SAN JOSE,2024-08-06
A1349850,PRETZEL,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2024-06-11,16 WEEKS,2024-08-08,HEALTHY,RETURN,OTC,,2024-08-10,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-08-10
A1349851,,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2024-07-01,13 WEEKS,2024-07-31,HEALTHY,STRAY,OTC,,2024-08-01,FOSTER,,HEALTHY,JOE DIMAGGIO CT X CRUCERO DR,SAN JOSE,2024-08-15
A1349870,TORNADO,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2024-07-31,MED R,STRAY,OTC,IP ADOPT,2024-08-06,ADOPTION,,HEALTHY,S 12TH ST,SAN JOSE,2024-08-06
A1349874,JELLO,DOG,WHITE,,CHIHUAHUA SH,FEMALE,2020-08-03,4 YEARS,2024-07-31,HEALTHY,STRAY,OTC,,2024-08-14,RESCUE,COMPANIONA,HEALTHY,MONTEREY RD/CAPITOL,SAN JOSE,2024-08-14
A1349879,,BIRD,BLACK,,RAVEN,UNKNOWN,,NO AGE,2024-07-31,MED R,WILDLIFE,FIELD,,2024-07-31,TRANSFER,WILDLIFE,MED R,10600 BLOCK CULBERTSON DR,CUPERTINO,2024-07-31
A1349887,ZURI,DOG,BLACK,TAN,BULL TERRIER,SPAYED,2019-07-31,5 YEARS,2024-07-31,MED M,STRAY,FIELD,,2024-08-01,RTO,WEBSITE,MED M,FOREST AVE / N REDWOOD AVE,SAN JOSE,2024-08-01
A1349888,,CAT,BLACK,,DOMESTIC LH,UNKNOWN,,NO AGE,2024-07-31,DEAD,DISPO REQ,FIELD,,2024-07-31,DISPOSAL,,DEAD,DENAIR AVE / MIDPINE AVE,SAN JOSE,2024-07-31
A1349889,RAMON,DOG,TAN,,BORDER TERRIER,NEUTERED,2023-08-03,1 YEAR 1 MONTH,2024-07-31,MED R,STRAY,OTC,,2024-08-18,FOSTER,,MED R,KING RD / CUNNIGHAM AVE,SAN JOSE,2024-08-18
A1349889,RAMON,DOG,TAN,,BORDER TERRIER,NEUTERED,2023-08-03,1 YEAR 1 MONTH,2024-08-19,MED R,FOSTER,,,2024-08-19,FOSTER,,MED R,,SAN JOSE,2024-08-19
A1349889,RAMON,DOG,TAN,,BORDER TERRIER,NEUTERED,2023-08-03,1 YEAR 1 MONTH,2024-08-18,MED R,FOSTER,,,2024-08-18,FOSTER,,MED R,,SAN JOSE,2024-08-18
A1349889,RAMON,DOG,TAN,,BORDER TERRIER,NEUTERED,2023-08-03,1 YEAR 1 MONTH,2024-08-25,HEALTHY,FOSTER,,,2024-08-25,FOSTER,,HEALTHY,,SAN JOSE,2024-08-25
A1349889,RAMON,DOG,TAN,,BORDER TERRIER,NEUTERED,2023-08-03,1 YEAR 1 MONTH,2024-09-03,HEALTHY,FOSTER,,,2024-09-03,ADOPTION,,HEALTHY,,SAN JOSE,2024-09-03
A1349890,,OTHER,BROWN,WHITE,SQUIRREL,UNKNOWN,,NO AGE,2024-07-31,MED R,WILDLIFE,FIELD,,2024-07-31,TRANSFER,WILDLIFE,MED R,10000 BLOCK BIANCHI WAY,CUPERTINO,2024-07-31
A1349891,,OTHER,BROWN,BLACK,RACCOON,UNKNOWN,,NO AGE,2024-07-31,DEAD,DISPO REQ,FIELD,,2024-07-31,DISPOSAL,,DEAD,HURAN DR / CUNNIGHAM,SAN JOSE,2024-07-31
A1349893,,OTHER,GRAY,BLACK,OPOSSUM,UNKNOWN,,NO AGE,2024-07-31,DEAD,DISPO REQ,FIELD,,2024-07-31,DISPOSAL,,DEAD,BRAHMS AVE / EDGEBANK DR,SAN JOSE,2024-07-31
A1349894,GINGER,DOG,TAN,WHITE,CHIHUAHUA LH,SPAYED,2022-08-04,2 YEARS,2024-07-31,HEALTHY,STRAY,FIELD,,2024-08-06,ADOPTION,,HEALTHY,WHITE RD X MT MCKINLEY,SAN JOSE,2024-08-06
A1349895,SOPHIA,DOG,CREAM,,POODLE MIN,FEMALE,2021-08-04,3 YEARS,2024-07-31,HEALTHY,CONFISCATE,HOSPITAL,,2024-08-04,RTO,,HEALTHY,,SAN JOSE,2024-08-04
A1349896,,CAT,SHADE-SMK,,DOMESTIC SH,FEMALE,2024-04-08,5 MONTHS,2024-08-01,HEALTHY,STRAY,OTC,,2024-08-10,TRANSFER,HSSV,HEALTHY,TOYON AVE/ PEPPER TREE LN,SAN JOSE,2024-08-10
A1349897,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,2024-05-15,4 MONTHS,2024-08-01,HEALTHY,STRAY,OTC,,2024-08-10,TRANSFER,HSSV,HEALTHY,TUERS RD/ LOUPE AVE,SAN JOSE,2024-08-10
A1349898,,CAT,TORTIE-B\O,,DOMESTIC SH,UNKNOWN,2024-05-15,4 MONTHS,2024-08-01,HEALTHY,STRAY,OTC,,2024-08-10,TRANSFER,HSSV,HEALTHY,AUDUBON DR/ POWELL CT,SAN JOSE,2024-08-10
A1349907,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,,NO AGE,2024-08-01,NURSING,STRAY,OTC,,2024-08-03,DIED,IN KENNEL,NURSING,MT MCKINLEY X MT EVEREST DR,SAN JOSE,2024-08-05
A1349908,JOSE,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2022-08-01,2 YEARS,2024-08-01,HEALTHY,STRAY,OTC,,2024-08-10,FOSTER,,HEALTHY,ALMADEN EXPY X SAN JOSE AVE,SAN JOSE,2024-08-10
A1349908,JOSE,DOG,TAN,,CHIHUAHUA SH,NEUTERED,2022-08-01,2 YEARS,2024-08-27,HEALTHY,FOSTER,,,2024-08-27,ADOPTION,WALK IN,,,SAN JOSE,2024-08-27
A1349918,PEPPER,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2024-06-27,14 WEEKS,2024-08-01,MED R,STRAY,OTC,,2024-09-04,ADOPTION,,HEALTHY,3000 BLOCK PARK LN X PARKDALE WAY,SAN JOSE,2024-09-04
A1349931,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2024-08-01,DEAD,DISPO REQ,OTC,,2024-08-15,DISPOSAL,,DEAD,900 BLOCK LINCOLN AVE X PEDRO ST,SAN JOSE,2024-08-15
A1349935,LIL SKIPPER,DOG,WHITE,,MALTESE,NEUTERED,2021-08-25,3 YEARS,2024-08-01,MED R,STRAY,OTC,,2024-09-26,RESCUE,EPD,MED R,N FIRST ST X TASMAN DR,SAN JOSE,2024-09-26
A1349937,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,MALE,,NO AGE,2024-08-01,MED R,STRAY,OTC,,2024-08-06,RESCUE,FURREVER,NURSING,FLORENCE AVE X LYNDALE AVE,SAN JOSE,2024-08-06
A1349946,,CAT,GRAY,,DOMESTIC SH,MALE,2024-07-25,10 WEEKS,2024-08-01,HEALTHY,STRAY,OTC,,2024-08-03,FOSTER,,HEALTHY,BLOSSOM HILL RD/DESERT SANDS WAY,SAN JOSE,2024-08-03
A1349946,,CAT,GRAY,,DOMESTIC SH,MALE,2024-07-25,10 WEEKS,2024-08-06,MED R,FOSTER,MEDVET,,2024-08-06,FOSTER,,NURSING,0000 BLOCK GAVOTA AVE,SAN JOSE,2024-08-27
A1349946,,CAT,GRAY,,DOMESTIC SH,MALE,2024-07-25,10 WEEKS,2024-09-25,MED R,FOSTER,,,2024-09-25,FOSTER,,HEALTHY,0000 BLOCK GAVOTA AVE,SAN JOSE,2024-09-25
A1349949,KIKU,CAT,TORBI-DIL,,DOMESTIC MH,SPAYED,2024-04-27,5 MONTHS,2024-09-18,HEALTHY,FOSTER,,,2024-09-21,ADOPTION,WALK IN,HEALTHY,THELMA AVE,SARATOGA,2024-09-21
A1349950,,CAT,TABBY-GRAY,,DOMESTIC SH,MALE,,NO AGE,2024-08-01,NURSING,STRAY,OTC,,2024-08-02,EUTH,U NURS SIC,MED SEV,MCLAUGHLIN AVE X MIDPINE AVE,SAN JOSE,2024-08-02
A1349951,MAX,OTHER,WHITE,BLACK,RABBIT SH,NEUTERED,,NO AGE,2024-08-01,MED R,OWNER SUR,OTC,,2024-08-27,ADOPTION,,HEALTHY,,SAN JOSE,2024-08-27
A1349954,,OTHER,BROWN,,OPOSSUM,UNKNOWN,,NO AGE,2024-08-01,DEAD,DISPO REQ,FIELD,,2024-08-01,DISPOSAL,,DEAD,FALLEN LEAF DR/ S ABEL AVE,MILPITAS,2024-08-01
A1349955,,CAT,GRAY,,DOMESTIC SH,FEMALE,,NO AGE,2024-08-01,PREGNANT,STRAY,OTC,,2024-08-02,EUTH,R FRX LTP,MED SEV,LANAI DR,SAN JOSE,2024-08-02
A1349962,TITO,DOG,BROWN,TAN,CHIHUAHUA SH,MALE,2016-08-08,8 YEARS,2024-08-01,MED R,STRAY,FIELD,,2024-08-08,RTO,WALK IN,HEALTHY,STORY RD X MCGUINESS,SAN JOSE,2024-08-08
A1349980,DELILA,DOG,BROWN,BLACK,GERM SHEPHERD,FEMALE,2021-08-03,3 YEARS,2024-08-01,HEALTHY,STRAY,OTC,,,,,,4TH ST/E HEDDING ST,SAN JOSE,2024-09-25
